"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLatitude","verbatimLongitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"1",1,"Plantae","Magnoliopsida","Solanaceae","Fabiana ramulosa (Wedd.) Hunz. & Barboza","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2",2,"Plantae","Magnoliopsida","Asteraceae","Baccharis boliviensis (Wedd.) Cabrera var. boliviensis","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3",3,"Plantae","Magnoliopsida","Asteraceae","Baccharis tola Phil. ssp. tola","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"4",4,"Plantae","Magnoliopsida","Plantaginaceae","Plantago sp.","","","N/A","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"5",5,"Plantae","Magnoliopsida","Brassicaceae","Descurainia sp.","","","N/A","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"6",6,"Plantae","Magnoliopsida","Asteraceae","Tagetes multiflora Kunth","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"7",7,"Plantae","Magnoliopsida","Asteraceae","Gnaphalium lacteum Meyen & Walp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"8",8,"Plantae","Magnoliopsida","Asteraceae","Conyza deserticola Phil.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"9",9,"Plantae","Magnoliopsida","Cactaceae","Maihueniopsis boliviana (Salm-Dyck) R. Kiesling ssp. echinacea (F. Ritter) Faúndez & R. Kiesling","","","Autóctona","LC","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:RCE (D.S 19/2012 MMA),iucnStatusRemarks:PREOCUPACION MENOR (LC) (OCTAVO PROCESO), RARA (Boletin 47 MNHN)"
"10",10,"Plantae","Magnoliopsida","Cactaceae","Oreocereus variicolor Backeb.","","","Autóctona","LC","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:RCE (D.S 13/2013 MMA),iucnStatusRemarks:PREOCUPACIÓN MENOR (LC) (NOVENO PROCESO), FUERA DE PELIGRO (Boletin 47 MNHN)"
"11",11,"Plantae","Liliopsida","Poaceae","Stipa vaginata Phil.","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"12",12,"Plantae","Magnoliopsida","Boraginaceae","Pectocarya anomala I.M. Johnst.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"13",13,"Plantae","Magnoliopsida","Polemoniaceae","Gilia sp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"14",14,"Plantae","Magnoliopsida","Asteraceae","Chaetanthera sp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"15",15,"Plantae","Magnoliopsida","Chenopodiaceae","Chenopodium petiolare Kunth","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"16",16,"Plantae","Magnoliopsida","Geraniaceae","Erodium cicutarium (L.) L'Hér. ex Aiton","","","Adventicia","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"17",17,"Plantae","Gnetopsida","Ephedraceae","Ephedra breana Phil.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"18",18,"Plantae","Magnoliopsida","Asteraceae","Gnaphalium glandulosum Klatt","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"19",19,"Plantae","Magnoliopsida","Asteraceae","Senecio reicheanus Cabrera","","","Endémica de Chile","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"20",20,"Plantae","Magnoliopsida","Asteraceae","Senecio dryophyllus Meyen & Walp.","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"21",21,"Plantae","Magnoliopsida","Solanaceae","Nicotiana undulata Ruiz & Pav.","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"22",22,"Plantae","Magnoliopsida","Asteraceae","Senecio ctenophyllus Phil.","","","Endémica de Chile","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"23",23,"Plantae","Magnoliopsida","Malvaceae","Tarasa sp.","","","N/A","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"24",24,"Plantae","Magnoliopsida","Fabaceae","Astragalus sp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Cerro Churicoyo"," ","Arica","de Arica y Parinacota","Camarones","GPS","-19.106479","-69.281233",4009,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"25",25,"Plantae","Magnoliopsida","Fabaceae","Adesmia sp.","","","N/A","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"26",26,"Plantae","Magnoliopsida","Solanaceae","Fabiana ramulosa (Wedd.) Hunz. & Barboza","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"27",27,"Plantae","Magnoliopsida","Solanaceae","Fabiana sp.","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"28",28,"Plantae","Liliopsida","Poaceae","Stipa rupestris Phil.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"29",29,"Plantae","Liliopsida","Poaceae","Muhlenbergia peruviana (P. Beauv.) Steud.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"30",30,"Plantae","Magnoliopsida","Asteraceae","Baccharis boliviensis (Wedd.) Cabrera var. boliviensis","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"31",31,"Plantae","Magnoliopsida","Asteraceae","Parastrephia lepidophylla (Wedd.) Cabrera","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"32",32,"Plantae","Magnoliopsida","Asteraceae","Baccharis tola Phil. ssp. tola","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"33",33,"Plantae","Magnoliopsida","Brassicaceae","Descurainia sp.","","","N/A","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"34",34,"Plantae","Magnoliopsida","Asteraceae","Tagetes multiflora Kunth","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"35",35,"Plantae","Gnetopsida","Ephedraceae","Ephedra breana Phil.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"36",36,"Plantae","Magnoliopsida","Asteraceae","Gnaphalium lacteum Meyen & Walp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"37",37,"Plantae","Magnoliopsida","Asteraceae","Erigeron andicola DC.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"38",38,"Plantae","Magnoliopsida","Cactaceae","Airampoa ayrampo (Azara) Doweld","","","Autóctona","LC","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:RCE (D.S 13/2013 MMA),iucnStatusRemarks:PREOCUPACIÓN MENOR (LC) (NOVENO PROCESO), FUERA DE PELIGRO (Boletin 47 MNHN)"
"39",39,"Plantae","Magnoliopsida","Cactaceae","Maihueniopsis boliviana (Salm-Dyck) R. Kiesling ssp. echinacea (F. Ritter) Faúndez & R. Kiesling","","","Autóctona","LC","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:RCE (D.S 19/2012 MMA),iucnStatusRemarks:PREOCUPACION MENOR (LC) (OCTAVO PROCESO), RARA (Boletin 47 MNHN)"
"40",40,"Plantae","Magnoliopsida","Polemoniaceae","Gilia sp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"41",41,"Plantae","Magnoliopsida","Asteraceae","Conyza deserticola Phil.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"42",42,"Plantae","Magnoliopsida","Asteraceae","Senecio ctenophyllus Phil.","","","Endémica de Chile","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"43",43,"Plantae","Liliopsida","Poaceae","Bouteloua simplex Lag.","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"44",45,"Plantae","Magnoliopsida","Asteraceae","Belloa piptolepis (Wedd.) Cabrera","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"45",46,"Plantae","Polypodiopsida","Pteridaceae","Cheilanthes pruinata Kaulf.","","","Autóctona","LC","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:RCE (D.S 13/2013 MMA),iucnStatusRemarks:PREOCUPACIÓN MENOR (LC) (NOVENO PROCESO), RARA (Boletin 47 MNHN)"
"46",47,"Plantae","Magnoliopsida","Calceolariaceae","Calceolaria stellariifolia Phil.","","","Endémica de Chile","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"47",48,"Plantae","Magnoliopsida","Asteraceae","Chersodoma sp.","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"48",49,"Plantae","Polypodiopsida","Pteridaceae","Argyrochosma nivea (Poir.) Windham var. nivea","","","Autóctona","LC","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:RCE (D.S 13/2013 MMA),iucnStatusRemarks:PREOCUPACIÓN MENOR (LC) (NOVENO PROCESO), FUERA DE PELIGRO (Boletin 47 MNHN)"
"49",50,"Plantae","Magnoliopsida","Plantaginaceae","Plantago sp.","","","N/A","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"Rio Caritaya","LAGUNA ROJA","Arica","de Arica y Parinacota","Camarones","GPS","-19.055317","-69.250496",3716,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"50",51,"Plantae","Magnoliopsida","Santalaceae","Quinchamalium chilense Molina","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"51",52,"Plantae","Magnoliopsida","Asteraceae","Baccharis santelicis Phil. ssp. santelicis","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"52",53,"Plantae","Magnoliopsida","Asteraceae","Gnaphalium lacteum Meyen & Walp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"53",54,"Plantae","Magnoliopsida","Plantaginaceae","Plantago sp.","","","N/A","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"54",55,"Plantae","Magnoliopsida","Polemoniaceae","Gilia sp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"55",56,"Plantae","Magnoliopsida","Asteraceae","Tagetes multiflora Kunth","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"56",57,"Plantae","Magnoliopsida","Asteraceae","Chaetanthera sp.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"57",58,"Plantae","Magnoliopsida","Asteraceae","Conyza deserticola Phil.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"58",59,"Plantae","Liliopsida","Poaceae","Stipa rupestris Phil.","","","Autóctona","Sin clasificación","Observación","","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"59",60,"Plantae","Magnoliopsida","Santalaceae","Quinchamalium chilense Molina","","","Autóctona","Sin clasificación","Observación/Colecta","AGUCH","Luis Faundez-Rodrigo Flores- Aira Faundez","2012",12,23,"A 3 km Cerro Caltaya","CARITALLA A LA MINA","Arica","de Arica y Parinacota","Camarones","GPS","-18.961759","-69.310788",3647,"","WGS 1984","19 Sur","","Estudio de la biodiversidad de Arica y Parinacota","iucnStatus:,iucnStatusRemarks:Sin clasificación"
