"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLatitude","verbatimLongitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"2014",2106,"Plantae","Liliopsida","Poaceae","Festuca rigescens (J. Presl) Kunth","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","18.- Cerca de Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.697514","-69.671299",4204,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2015",2107,"Plantae","Liliopsida","Juncaceae","Oxychloë andina Phil.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","18.- Cerca de Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.697514","-69.671299",4204,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2016",2108,"Plantae","Magnoliopsida","Plantaginaceae","Plantago barbata G. Forst. ssp. barbata","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","18.- Cerca de Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.697514","-69.671299",4204,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2017",2109,"Plantae","Magnoliopsida","Asteraceae","Werneria spathulata Wedd.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","18.- Cerca de Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.697514","-69.671299",4204,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2018",2110,"Plantae","Liliopsida","Cyperaceae","Zameioscirpus atacamensis (Phil.) Dhooge & Goetgh.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","18.- Cerca de Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.697514","-69.671299",4204,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2019",2114,"Plantae","Liliopsida","Cyperaceae","Carex maritima Gunnerus","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","19.- Cerca de Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.697025","-69.669044",4204,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2020",2115,"Plantae","Liliopsida","Poaceae","Puccinellia frigida (Phil.) I.M. Johnst.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","19.- Cerca de Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.697025","-69.669044",4204,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2021",2117,"Plantae","Liliopsida","Cyperaceae","Carex maritima Gunnerus","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","20.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.708149","-69.682596",4210,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2022",2118,"Plantae","Liliopsida","Poaceae","Deyeuxia brevifolia J. Presl var. brevifolia","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","20.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.708149","-69.682596",4210,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2023",2119,"Plantae","Liliopsida","Poaceae","Festuca rigescens (J. Presl) Kunth","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","20.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.708149","-69.682596",4210,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2024",2120,"Plantae","Liliopsida","Juncaceae","Oxychloë andina Phil.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","20.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.708149","-69.682596",4210,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2025",2121,"Plantae","Magnoliopsida","Plantaginaceae","Plantago barbata G. Forst. ssp. barbata","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","20.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.708149","-69.682596",4210,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2026",2122,"Plantae","Liliopsida","Poaceae","Puccinellia frigida (Phil.) I.M. Johnst.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","20.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.708149","-69.682596",4210,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2027",2127,"Plantae","Liliopsida","Poaceae","Deyeuxia brevifolia J. Presl var. brevifolia","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","21.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707958","-69.683248",4213,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2028",2128,"Plantae","Liliopsida","Poaceae","Festuca rigescens (J. Presl) Kunth","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","21.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707958","-69.683248",4213,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2029",2129,"Plantae","Magnoliopsida","Asteraceae","Parastrephia lucida (Meyen) Cabrera","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","21.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707958","-69.683248",4213,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2030",2130,"Plantae","Liliopsida","Poaceae","Puccinellia frigida (Phil.) I.M. Johnst.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","21.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707958","-69.683248",4213,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2031",2131,"Plantae","Magnoliopsida","Asteraceae","Werneria pygmaea Gillies ex Hook. & Arn.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","21.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707958","-69.683248",4213,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2032",2135,"Plantae","Polypodiopsida","Azollaceae","Azolla filiculoides Lam.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","22.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709556","-69.681217",4205,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2033",2136,"Plantae","Liliopsida","Juncaceae","Distichia muscoides Nees & Meyen","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","22.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709556","-69.681217",4205,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2034",2137,"Plantae","Liliopsida","Lemnaceae","Lemna minuta Kunth","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","22.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709556","-69.681217",4205,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2035",2138,"Plantae","Magnoliopsida","Apiaceae","Lilaeopsis macloviana (Gand.) A.W. Hill","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","22.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709556","-69.681217",4205,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2036",2139,"Plantae","Liliopsida","Juncaceae","Oxychloë andina Phil.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","22.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709556","-69.681217",4205,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2037",2140,"Plantae","Liliopsida","Cyperaceae","Phylloscirpus deserticola (Phil.) Dhooge & Goetgh.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","22.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709556","-69.681217",4205,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2038",2141,"Plantae","Magnoliopsida","Plantaginaceae","Plantago barbata G. Forst. ssp. barbata","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","22.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709556","-69.681217",4205,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2039",2146,"Plantae","Magnoliopsida","Caryophyllaceae","Arenaria rivularis Phil.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","23.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709299","-69.681396",4206,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2040",2147,"Plantae","Liliopsida","Cyperaceae","Carex maritima Gunnerus","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","23.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709299","-69.681396",4206,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2041",2148,"Plantae","Liliopsida","Poaceae","Deyeuxia brevifolia J. Presl var. brevifolia","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","23.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709299","-69.681396",4206,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2042",2149,"Plantae","Liliopsida","Poaceae","Festuca rigescens (J. Presl) Kunth","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","23.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709299","-69.681396",4206,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2043",2150,"Plantae","Magnoliopsida","Plantaginaceae","Plantago barbata G. Forst. ssp. barbata","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","23.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709299","-69.681396",4206,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2044",2151,"Plantae","Liliopsida","Cyperaceae","Phylloscirpus deserticola (Phil.) Dhooge & Goetgh.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","23.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.709299","-69.681396",4206,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2045",2156,"Plantae","Liliopsida","Poaceae","Deyeuxia brevifolia J. Presl var. brevifolia","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","25.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707116","-69.686103",4226,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2046",2157,"Plantae","Magnoliopsida","Frankeniaceae","Frankenia triandra J. Remy","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","25.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707116","-69.686103",4226,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2047",2158,"Plantae","Magnoliopsida","Asteraceae","Parastrephia lucida (Meyen) Cabrera","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","25.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707116","-69.686103",4226,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2048",2159,"Plantae","Liliopsida","Poaceae","Puccinellia frigida (Phil.) I.M. Johnst.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","25.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.707116","-69.686103",4226,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2049",2162,"Plantae","Magnoliopsida","Caryophyllaceae","Arenaria rivularis Phil.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","26.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.716616","-69.696796",4224,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2050",2163,"Plantae","Liliopsida","Cyperaceae","Carex maritima Gunnerus","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","26.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.716616","-69.696796",4224,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2051",2164,"Plantae","Liliopsida","Poaceae","Deyeuxia brevifolia J. Presl var. brevifolia","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","26.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.716616","-69.696796",4224,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2052",2165,"Plantae","Liliopsida","Poaceae","Festuca rigescens (J. Presl) Kunth","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","26.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.716616","-69.696796",4224,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2053",2166,"Plantae","Magnoliopsida","Gentianaceae","Gentiana prostrata Haenke","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","26.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.716616","-69.696796",4224,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2054",2167,"Plantae","Magnoliopsida","Asteraceae","Belloa sp.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","26.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.716616","-69.696796",4224,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"2055",2168,"Plantae","Liliopsida","Juncaceae","Oxychloë andina Phil.","","","Autóctona","Sin clasificación","Publicación","","Mario Ahumada, Luis Faundez, Miguel Escobar","2010",12,5,"Tacora, Localidad Rural","26.- Chislluma","Parinacota","de Arica y Parinacota","General Lagos","GPS","-17.716616","-69.696796",4224,"","WGS 1984","19 Sur","","Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","iucnStatus:,iucnStatusRemarks:Sin clasificación"
