"","catalogNumber","verbatimLatitude","verbatimLongitude","verbatimCoordinates","verbatimSRS","decimalLongitude","decimalLatitude"
"17988","GC17988",3994938.49,477908.91,"19F 477908,91  3994938,49","WGS84",-69.3385832989134,-54.1931194698141
"17989","GC17989",3994949.7,477861.55,"19F 477861,55  3994949,7","WGS84",-69.3393083317536,-54.1930166781694
"17990","GC17990",3995805.78,477404.79,"19F 477404,79  3995805,78","WGS84",-69.3462444931842,-54.1853027665553
"17991","GC17991",3995854.07,477295.25,"19F 477295,25  3995854,07","WGS84",-69.3479193844137,-54.1848639252971
"17992","GC17992",3995841.7,477356.22,"19F 477356,22  3995841,7","WGS84",-69.346986052005,-54.184977795015
"17993","GC17993",3995772.29,477257.22,"19F 477257,22  3995772,29","WGS84",-69.3485083116467,-54.1855972363341
"17994","GC17994",3995786.73,477238.84,"19F 477238,84  3995786,73","WGS84",-69.3487888670251,-54.185466642105
"17995","GC17995",3995813.79,477210.79,"19F 477210,79  3995813,79","WGS84",-69.3492166430621,-54.1852221958665
"17996","GC17996",3996053.3,477459.6,"19F 477459,6  3996053,3","WGS84",-69.3453860719505,-54.183080597327
"17997","GC17997",3996055.69,477825.06,"19F 477825,06  3996055,69","WGS84",-69.3397860697634,-54.1830750427291
"17998","GC17998",3996052.12,477788.64,"19F 477788,64  3996052,12","WGS84",-69.3403443851588,-54.1831055526657
"17999","GC17999",3996026.51,477734.19,"19F 477734,19  3996026,51","WGS84",-69.3411806003277,-54.1833333619833
"18000","GC18000",3996103.01,478154.23,"19F 478154,23  3996103,01","WGS84",-69.3347388666695,-54.1826638760205
"18001","GC18001",3996108.99,478111.42,"19F 478111,42  3996108,99","WGS84",-69.335394389368,-54.1826083062807
"18002","GC18002",3996200.96,477889.08,"19F 477889,08  3996200,96","WGS84",-69.3387944387946,-54.1817721936391
"18003","GC18003",3996225.77,477842.01,"19F 477842,01  3996225,77","WGS84",-69.339513828007,-54.1815471835312
"18004","GC18004",3996197.34,477907.95,"19F 477907,95  3996197,34","WGS84",-69.3385055746397,-54.1818055411706
"18005","GC18005",3995826.89,478391.38,"19F 478391,38  3995826,89","WGS84",-69.3311249542366,-54.1851555445449
"18006","GC18006",3996621.65,478955.51,"19F 478955,51  3996621,65","WGS84",-69.3224249517988,-54.1780360884658
"18007","GC18007",3996629.32,478942.96,"19F 478942,96  3996629,32","WGS84",-69.3226166918494,-54.1779666394631
"18008","GC18008",3996775.84,479082.99,"19F 479082,99  3996775,84","WGS84",-69.3204611371378,-54.1766555163596
"18009","GC18009",3996762.37,479044.61,"19F 479044,61  3996762,37","WGS84",-69.3210500691602,-54.1767750123577
"18010","GC18010",3996699.08,478789.98,"19F 478789,98  3996699,08","WGS84",-69.3249555548126,-54.1773333709091
"18011","GC18011",3996488.15,478690.15,"19F 478690,15  3996488,15","WGS84",-69.3264999398668,-54.1792249691861
"18012","GC18012",3996502.78,478647.29,"19F 478647,29  3996502,78","WGS84",-69.3271555718852,-54.1790917003426
"18013","GC18013",3996224.76,478677.95,"19F 478677,95  3996224,76","WGS84",-69.3267055180906,-54.1815916799884
"18014","GC18014",3996427.15,478598.69,"19F 478598,69  3996427,15","WGS84",-69.3279055606375,-54.1797694003552
"18015","GC18015",3996463.48,478635.51,"19F 478635,51  3996463,48","WGS84",-69.3273388452917,-54.179444418811
"18016","GC18016",3996067.23,478966.92,"19F 478966,92  3996067,23","WGS84",-69.3222888843553,-54.1830194080251
"18017","GC18017",3995764.15,479544.21,"19F 479544,21  3995764,15","WGS84",-69.3134638486062,-54.1857666822926
"18018","GC18018",3995762.41,479500.89,"19F 479500,89  3995762,41","WGS84",-69.3141277903768,-54.1857805913944
"18019","GC18019",3994856.17,473117.69,"19F 473117,69  3994856,17","WGS84",-69.4120222907615,-54.1936305627805
"18020","GC18020",3994833.92,473170.38,"19F 473170,38  3994833,92","WGS84",-69.4112167247289,-54.1938332913718
"18021","GC18021",3994832.75,473183.08,"19F 473183,08  3994832,75","WGS84",-69.4110221821037,-54.1938444708429
"18022","GC18022",3995275.62,473496.61,"19F 473496,61  3995275,62","WGS84",-69.4061778268643,-54.1898805178924
"18023","GC18023",3995233.47,473531.11,"19F 473531,11  3995233,47","WGS84",-69.4056528204724,-54.1902611185023
"18024","GC18024",3995306.05,473415.23,"19F 473415,23  3995306,05","WGS84",-69.4074222923628,-54.1896028198423
"18025","GC18025",3995226.24,473509.58,"19F 473509,58  3995226,24","WGS84",-69.4059834091693,-54.1903249859786
"18026","GC18026",3994829.46,473254.5,"19F 473254,5  3994829,46","WGS84",-69.4099278533676,-54.1938777688391
"18027","GC18027",3994778.6,473653.52,"19F 473653,52  3994778,6","WGS84",-69.4038167050554,-54.1943555214701
"18028","GC18028",3994773.22,473685.81,"19F 473685,81  3994773,22","WGS84",-69.4033222753895,-54.1944055314824
"18029","GC18029",3994741.97,473734.2,"19F 473734,2  3994741,97","WGS84",-69.4025833428976,-54.1946888683913
"18030","GC18030",3994726.86,473741.35,"19F 473741,35  3994726,86","WGS84",-69.4024750751891,-54.1948250341855
"18031","GC18031",3994706.49,473744.91,"19F 473744,91  3994706,49","WGS84",-69.402422289813,-54.1950082898393
"18032","GC18032",3994644.8,473821.56,"19F 473821,56  3994644,8","WGS84",-69.4012528467956,-54.1955666411195
"18033","GC18033",3994636.73,473761.44,"19F 473761,44  3994636,73","WGS84",-69.4021750216244,-54.1956360970004
"18034","GC18034",3994599.39,473718.34,"19F 473718,34  3994599,39","WGS84",-69.4028388880878,-54.1959694795599
"18035","GC18035",3994533.21,473710.92,"19F 473710,92  3994533,21","WGS84",-69.4029584028583,-54.1965638853624
"18036","GC18036",3994535.63,473756.4,"19F 473756,4  3994535,63","WGS84",-69.402261094285,-54.1965444653378
"18037","GC18037",3994453.62,473738.02,"19F 473738,02  3994453,62","WGS84",-69.4025499774621,-54.1972805810201
"18038","GC18038",3994591.86,473697.36,"19F 473697,36  3994591,86","WGS84",-69.403161114278,-54.1960360790547
"18039","GC18039",3994988.75,473758.71,"19F 473758,71  3994988,75","WGS84",-69.4021861489164,-54.1924722113599
"18040","GC18040",3990533.83,479919.59,"19F 479919,59  3990533,83","WGS84",-69.308061186659,-54.2327888718902
"18041","GC18041",3990526.97,479905.5,"19F 479905,5  3990526,97","WGS84",-69.3082778026856,-54.2328499730574
"18042","GC18042",3990516.39,479890.16,"19F 479890,16  3990516,39","WGS84",-69.3085138451647,-54.2329444580169
"18043","GC18043",3990508.6,479876.25,"19F 479876,25  3990508,6","WGS84",-69.3087277636324,-54.233013923756
"18044","GC18044",3990489.59,479839.21,"19F 479839,21  3990489,59","WGS84",-69.3092972796928,-54.2331833181167
"18045","GC18045",3990515.62,479715.43,"19F 479715,43  3990515,62","WGS84",-69.3111944629806,-54.2329444874221
"18046","GC18046",3990382.69,481085.74,"19F 481085,74  3990382,69","WGS84",-69.2901806272898,-54.2341916314725
"18047","GC18047",3991271.38,481187.67,"19F 481187,67  3991271,38","WGS84",-69.288561136013,-54.2262083226331
"18048","GC18048",3991249.72,481181.6,"19F 481181,6  3991249,72","WGS84",-69.288655600075,-54.22640276813
"18049","GC18049",3991266.9,481151.29,"19F 481151,29  3991266,9","WGS84",-69.289119440009,-54.2262472491424
"18050","GC18050",3991268.33,481122.67,"19F 481122,67  3991268,33","WGS84",-69.2895583446547,-54.2262333431864
"18051","GC18051",3991462.75,481049.79,"19F 481049,79  3991462,75","WGS84",-69.2906639568723,-54.2244833097479
"18052","GC18052",3991453.56,481070.12,"19F 481070,12  3991453,56","WGS84",-69.2903527132556,-54.224566656173
"18053","GC18053",3991483.55,480997.37,"19F 480997,37  3991483,55","WGS84",-69.2914666622144,-54.2242944287432
"18054","GC18054",3991572.99,480728.96,"19F 480728,96  3991572,99","WGS84",-69.295577794009,-54.2234805637047
"18055","GC18055",3991585.66,480728.18,"19F 480728,18  3991585,66","WGS84",-69.2955889440433,-54.2233666632222
"18056","GC18056",3991595.82,480718.54,"19F 480718,54  3991595,82","WGS84",-69.2957361465089,-54.2232749878869
"18057","GC18057",3992518.18,480518.68,"19F 480518,68  3992518,18","WGS84",-69.2987416829233,-54.2149777480918
"18058","GC18058",3992498.34,480506.08,"19F 480506,08  3992498,34","WGS84",-69.2989361858818,-54.2151555803892
"18059","GC18059",3992488.68,480485.84,"19F 480485,84  3992488,68","WGS84",-69.2992471860313,-54.2152416290411
"18060","GC18060",3992457.59,480443.94,"19F 480443,94  3992457,59","WGS84",-69.2998917318521,-54.2155194522663
"18061","GC18061",3992461.12,480401.36,"19F 480401,36  3992461,12","WGS84",-69.300544454906,-54.2154860998214
"18062","GC18062",3992453.3,480380.38,"19F 480380,38  3992453,3","WGS84",-69.3008666883973,-54.2155555790362
"18063","GC18063",3992442.57,480328.62,"19F 480328,62  3992442,57","WGS84",-69.3016611181378,-54.2156500303092
"18064","GC18064",3992441.86,480306.16,"19F 480306,16  3992441,86","WGS84",-69.3020055840827,-54.2156555487584
"18065","GC18065",3992403.23,480235.68,"19F 480235,68  3992403,23","WGS84",-69.3030889222661,-54.2160000211942
"18066","GC18066",3992398.21,480217.59,"19F 480217,59  3992398,21","WGS84",-69.3033666615887,-54.2160444402553
"18067","GC18067",3992395.34,480196.59,"19F 480196,59  3992395,34","WGS84",-69.3036888844441,-54.2160694231747
"18068","GC18068",3992366.2,480105.06,"19F 480105,06  3992366,2","WGS84",-69.3050944219672,-54.216327772573
"18069","GC18069",3992373.86,480089.63,"19F 480089,63  3992373,86","WGS84",-69.3053305337622,-54.2162583293124
"18070","GC18070",3992417.59,480053.03,"19F 480053,03  3992417,59","WGS84",-69.3058888907661,-54.2158638841408
"18071","GC18071",3992323.18,480307.39,"19F 480307,39  3992323,18","WGS84",-69.3019945040759,-54.2167222286628
"18072","GC18072",3992330.04,480320.77,"19F 480320,77  3992330,04","WGS84",-69.3017888697504,-54.2166610886515
"18073","GC18073",3992336.61,480341.03,"19F 480341,03  3992336,61","WGS84",-69.3014777492319,-54.2166028186413
"18074","GC18074",3992794.98,480271.14,"19F 480271,14  3992794,98","WGS84",-69.3025194149595,-54.21248054626
"18075","GC18075",3992799.56,480259.16,"19F 480259,16  3992799,56","WGS84",-69.3027028106941,-54.2124389223354
"18076","GC18076",3992788.95,480234.75,"19F 480234,75  3992788,95","WGS84",-69.3030778019539,-54.2125333386202
"18077","GC18077",3992765.1,480150.25,"19F 480150,25  3992765,1","WGS84",-69.3043750698829,-54.2127444240658
"18078","GC18078",3992773.32,480121.42,"19F 480121,42  3992773,32","WGS84",-69.3048165967862,-54.2126694296496
"18079","GC18079",3992760.42,480574.72,"19F 480574,72  3992760,42","WGS84",-69.2978666691837,-54.2128027496027
"18080","GC18080",3992305.9,480240.45,"19F 480240,45  3992305,9","WGS84",-69.3030221783747,-54.2168749552304
"18081","GC18081",3993702.25,477918.46,"19F 477918,46  3993702,25","WGS84",-69.3385277279581,-54.2042305407432
"18082","GC18082",3993849.97,477980.08,"19F 477980,08  3993849,97","WGS84",-69.3375722397678,-54.2029055642318
"18083","GC18083",3992996.64,478308.99,"19F 478308,99  3992996,64","WGS84",-69.3325916365382,-54.2105888502145
"18084","GC18084",3993048.88,477986.26,"19F 477986,26  3993048,88","WGS84",-69.3375361839325,-54.2101055866355
"18085","GC18085",3993030.26,478033.82,"19F 478033,82  3993030,26","WGS84",-69.3368083228253,-54.2102749733098
"18086","GC18086",3993083.7,477963.63,"19F 477963,63  3993083,7","WGS84",-69.3378806086596,-54.2097916713614
"18087","GC18087",3993105.89,477949.58,"19F 477949,58  3993105,89","WGS84",-69.3380944026691,-54.2095916357108
"18088","GC18088",3993383.32,478448.31,"19F 478448,31  3993383,32","WGS84",-69.3304277250935,-54.2071194586301
"18089","GC18089",3993122.69,476901.25,"19F 476901,25  3993122,69","WGS84",-69.3541666002632,-54.2093944763731
"18090","GC18090",3992524.11,476613.32,"19F 476613,32  3992524,11","WGS84",-69.3586278538436,-54.2147611114436
"18091","GC18091",3992348.18,475940.92,"19F 475940,92  3992348,18","WGS84",-69.3689527696804,-54.2163111398938
"18092","GC18092",3992360.75,475919.84,"19F 475919,84  3992360,75","WGS84",-69.3692750221509,-54.2161971780741
"18093","GC18093",3992415.67,475784.6,"19F 475784,6  3992415,67","WGS84",-69.371344483849,-54.2156972169986
"18094","GC18094",3992673.93,479726.57,"19F 479726,57  3992673,93","WGS84",-69.3108778062266,-54.2135472267701
"18095","GC18095",3992675.6,479684.54,"19F 479684,54  3992675,6","WGS84",-69.3115221812055,-54.2135305533476
"18096","GC18096",3992000.2,476126.04,"19F 476126,04  3992000,2","WGS84",-69.3661416310866,-54.2194472353927
"18097","GC18097",3991916.12,476182.44,"19F 476182,44  3991916,12","WGS84",-69.3652833445143,-54.2202055211174
"18098","GC18098",3991903.62,476216.01,"19F 476216,01  3991903,62","WGS84",-69.3647694923852,-54.2203194230689
"18099","GC18099",3991846.22,476174.47,"19F 476174,47  3991846,22","WGS84",-69.3654111221243,-54.2208333700371
"18100","GC18100",3991889.82,476237.82,"19F 476237,82  3991889,82","WGS84",-69.3644360971322,-54.220444461195
"18101","GC18101",3990474.95,479672.88,"19F 479672,88  3990474,95","WGS84",-69.3118499859381,-54.233308319259
"18102","GC18102",3990503.23,479708.79,"19F 479708,79  3990503,23","WGS84",-69.3112971664211,-54.2330555786933
"18103","GC18103",3990488.64,479694.91,"19F 479694,91  3990488,64","WGS84",-69.3115110900964,-54.2331861552248
"18104","GC18104",3991101.88,475567.5,"19F 475567,5  3991101,88","WGS84",-69.37478055985,-54.2274944578559
"18105","GC18105",3989955.71,478716.18,"19F 478716,18  3989955,71","WGS84",-69.3265638515188,-54.2379360790942
"18106","GC18106",3990040.35,478639.56,"19F 478639,56  3990040,35","WGS84",-69.3277334055987,-54.2371721938581
"18107","GC18107",3990047.36,478619.25,"19F 478619,25  3990047,36","WGS84",-69.3280445167661,-54.2371083444483
"18108","GC18108",3990124.5,478790.71,"19F 478790,71  3990124,5","WGS84",-69.3254084013404,-54.2364221857336
"18109","GC18109",3990462.95,479825.39,"19F 479825,39  3990462,95","WGS84",-69.3095110875503,-54.2334221991621
"18110","GC18110",3990411.42,479845.17,"19F 479845,17  3990411,42","WGS84",-69.30921109709,-54.2338861005309
"18111","GC18111",3990373.67,479556.18,"19F 479556,18  3990373,67","WGS84",-69.313647219454,-54.2342139209745
"18112","GC18112",3990368.65,479537.73,"19F 479537,73  3990368,65","WGS84",-69.3139306153712,-54.234258301001
"18113","GC18113",3990306.13,479107.45,"19F 479107,45  3990306,13","WGS84",-69.3205361799069,-54.234802821292
"18114","GC18114",3989116.19,481796.17,"19F 481796,17  3989116,19","WGS84",-69.2793583060844,-54.2455999831239
"18115","GC18115",3989221.37,481587.77,"19F 481587,77  3989221,37","WGS84",-69.2825499368204,-54.2446472307476
"18116","GC18116",3989244.18,481648.86,"19F 481648,86  3989244,18","WGS84",-69.281611079813,-54.2444444208278
"18117","GC18117",3989258.28,481466.7,"19F 481466,7  3989258,28","WGS84",-69.2844055429253,-54.2443111354602
"18118","GC18118",3989231.83,481498.3,"19F 481498,3  3989231,83","WGS84",-69.2839222592007,-54.244549996296
"18119","GC18119",3989475.72,481815.56,"19F 481815,56  3989475,72","WGS84",-69.279038942911,-54.242369416559
"18120","GC18120",3989616.02,481812.11,"19F 481812,11  3989616,02","WGS84",-69.2790833725137,-54.2411083551435
"18121","GC18121",3989696.68,481731.41,"19F 481731,41  3989696,68","WGS84",-69.2803167404419,-54.2403805543915
"18122","GC18122",3989594.06,481886.42,"19F 481886,42  3989594,06","WGS84",-69.2779444669427,-54.2413083539735
"18123","GC18123",3990058.73,482236.01,"19F 482236,01  3990058,73","WGS84",-69.2725527158148,-54.2371444018713
"18124","GC18124",3990072.52,482206.62,"19F 482206,62  3990072,52","WGS84",-69.2730028225856,-54.2370194443792
"18125","GC18125",3989947.18,482404.26,"19F 482404,26  3989947,18","WGS84",-69.269977833652,-54.2381527623141
"18126","GC18126",3989762.7,482740.61,"19F 482740,61  3989762,7","WGS84",-69.2648277713206,-54.2398222173248
"18127","GC18127",3989782.06,482710.48,"19F 482710,48  3989782,06","WGS84",-69.2652889639065,-54.2396472035302
"18128","GC18128",3989800.14,482670.59,"19F 482670,59  3989800,14","WGS84",-69.2658999807635,-54.2394833616769
"18129","GC18129",3989846.76,482655.75,"19F 482655,75  3989846,76","WGS84",-69.2661249847702,-54.2390638637696
"18130","GC18130",3989847.22,482614.47,"19F 482614,47  3989847,22","WGS84",-69.2667583384942,-54.2390583295385
"18131","GC18131",3989924.08,482589.02,"19F 482589,02  3989924,08","WGS84",-69.2671443690567,-54.2383666885129
"18132","GC18132",3989714.73,482560.48,"19F 482560,48  3989714,73","WGS84",-69.2675944391934,-54.240247241914
"18133","GC18133",3989814.73,483017.4,"19F 483017,4  3989814,73","WGS84",-69.2605778132021,-54.2393638552256
"18134","GC18134",3989822.9,482969.76,"19F 482969,76  3989822,9","WGS84",-69.2613083200531,-54.2392888452829
"18135","GC18135",3989838.83,482932.59,"19F 482932,59  3989838,83","WGS84",-69.2618777353637,-54.2391444373082
"18136","GC18136",3989570.45,482988.07,"19F 482988,07  3989570,45","WGS84",-69.2610416994553,-54.2415583389219
"18137","GC18137",3989584.9,482967.74,"19F 482967,74  3989584,9","WGS84",-69.2613528313639,-54.2414277941759
"18138","GC18138",3989528.26,482946.41,"19F 482946,41  3989528,26","WGS84",-69.2616833485859,-54.2419361338787
"18139","GC18139",3989547.73,482862.34,"19F 482862,34  3989547,73","WGS84",-69.2629722553288,-54.2417583407562
"18140","GC18140",3989709.26,482585.66,"19F 482585,66  3989709,26","WGS84",-69.2672083960318,-54.2402972603721
"18141","GC18141",3989507.84,483023.42,"19F 483023,42  3989507,84","WGS84",-69.2605028177769,-54.2421222172535
"18142","GC18142",3989465.38,483074.63,"19F 483074,63  3989465,38","WGS84",-69.2597194143941,-54.2425055204017
"18143","GC18143",3989372.64,482250.24,"19F 482250,24  3989372,64","WGS84",-69.2723749954941,-54.2433110981245
"18144","GC18144",3989410.06,482177.51,"19F 482177,51  3989410,06","WGS84",-69.2734888192497,-54.2429722609215
"18145","GC18145",3990251.47,482366.71,"19F 482366,71  3990251,47","WGS84",-69.2705360817325,-54.2354166759838
"18146","GC18146",3990101.75,482577.12,"19F 482577,12  3990101,75","WGS84",-69.2673166333783,-54.2367694812838
"18147","GC18147",3990237.09,482405.33,"19F 482405,33  3990237,09","WGS84",-69.2699444109429,-54.2355472441073
"18148","GC18148",3990241.92,482373.81,"19F 482373,81  3990241,92","WGS84",-69.2704277135389,-54.2355027506925
"18149","GC18149",3990045.91,482601.77,"19F 482601,77  3990045,91","WGS84",-69.2669416755922,-54.2372721793714
"18150","GC18150",3989475.51,482078.23,"19F 482078,23  3989475,51","WGS84",-69.2750083546668,-54.2423805664817
"18151","GC18151",3988811.44,482676.3,"19F 482676,3  3988811,44","WGS84",-69.2658694949186,-54.2483694506177
"18152","GC18152",3988813.38,482616.2,"19F 482616,2  3988813,38","WGS84",-69.2667917353307,-54.2483499773114
"18153","GC18153",3988909.62,482244.06,"19F 482244,06  3988909,62","WGS84",-69.2724972511142,-54.2474722514538
"18154","GC18154",3988888.54,482227.31,"19F 482227,31  3988888,54","WGS84",-69.2727555569975,-54.2476611254434
