,Unnamed: 0,decimalLongitude,decimalLatitude,verbatimSRS,geodeticDatum,continent,country,countryCode,stateProvince,county,municipality,verbatimCoordinates,verbatimCoordinateSystem,dynamicProperties,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedDate,georeferenceProtocol 
242,243,-69.684025,-19.1826271,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1826271337596 -69.6840249963655,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:49.627Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
243,244,-69.5921002,-19.0867461,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0867460505837 -69.5921002412178,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:51.477Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
244,245,-69.599565,-19.0927859,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0927858822484 -69.5995649687176,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:53.320Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
245,246,-69.6030453,-19.0957207,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0957206501134 -69.6030453113986,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:55.181Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
246,247,-70.1917913,-18.4068208,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4068207547301 -70.1917913487221,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:57.050Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
247,248,-70.232443,-18.4165108,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4165107513858 -70.2324429756736,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:53:58.922Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
248,249,-70.0510292,-18.436127,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.436126958569 -70.0510292487861,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:00.809Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
249,250,-69.9358302,-18.3758186,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.3758186078366 -69.9358301856025,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:02.688Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
250,251,-70.1318131,-18.545685,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5456849689245 -70.1318130679941,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:04.573Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
251,252,-70.0099476,-18.5786381,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5786380768171 -70.0099476432058,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:06.472Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
252,253,-69.8677761,-18.5853467,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5853467144406 -69.8677761256567,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:08.364Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
253,254,-69.9758005,-18.5780226,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5780226233537 -69.9758004730225,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:10.277Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
254,255,-70.2003114,-19.168799,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1687990325637 -70.2003113716089,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:12.190Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
255,256,-69.5320177,-18.9414639,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.9414638955876 -69.5320177376012,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:14.123Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
256,257,-69.530158,-18.9360196,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.9360196450001 -69.5301580288732,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:16.046Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
257,258,-69.5302628,-18.9421287,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.942128653486 -69.5302627883771,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:17.984Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
258,259,-70.2630569,-18.403261,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4032609892594 -70.2630568616133,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:19.946Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
259,260,-69.9294187,-18.3751813,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.375181260541 -69.9294186628085,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:21.902Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
260,261,-69.6819446,-19.1809269,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1809268830487 -69.6819445807725,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:23.852Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
261,262,-69.6903487,-19.1846277,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1846277392086 -69.6903486917036,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:25.886Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
262,263,-69.6798986,-19.1783318,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1783318159705 -69.6798985799757,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:28.067Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
263,264,-69.5959125,-19.0895443,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0895443361503 -69.5959125446012,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:30.285Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
264,265,-70.1038085,-18.8444213,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8444213113426 -70.1038084924024,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:32.301Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
265,266,-69.7479032,-18.8302214,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8302214226234 -69.7479031542829,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:34.328Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
266,267,-69.8649782,-19.0084567,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0084567070067 -69.8649781506685,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:36.389Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
267,268,-69.7970369,-18.578863,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5788629719751 -69.7970368553436,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:38.483Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
268,269,-69.6103863,-19.1014983,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1014983450639 -69.610386289779,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:41.149Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
269,270,-69.8457308,-18.5869561,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5869561387399 -69.8457308135182,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:43.726Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
270,271,-70.1108636,-18.4175046,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4175046084296 -70.1108635609783,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:46.294Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
271,272,-70.0840356,-18.4435775,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4435775164428 -70.0840355869944,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:54:48.837Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
