,Unnamed: 0,decimalLongitude,decimalLatitude,verbatimSRS,geodeticDatum,continent,country,countryCode,stateProvince,county,municipality,verbatimCoordinates,verbatimCoordinateSystem,dynamicProperties,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedDate,georeferenceProtocol 
59,60,-70.2455499,-18.5037991,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5037990627512 -70.2455499204041,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:30.737Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
60,61,-70.2648269,-18.4937763,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4937763185515 -70.2648268931517,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:31.547Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
61,62,-70.2688313,-18.4896651,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4896650683623 -70.2688312932941,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:32.367Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
62,63,-70.0322315,-18.5810206,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5810206294928 -70.032231501605,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:33.198Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
63,64,-69.9434185,-18.5830494,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.583049380333 -69.9434185136511,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:34.026Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
64,65,-69.9676492,-18.5794383,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5794382619601 -69.9676492213913,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:34.887Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
65,66,-70.0373487,-18.5810016,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5810015804676 -70.037348690185,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:35.781Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
66,67,-69.9992916,-18.5827434,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5827434218596 -69.9992916355704,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:36.609Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
67,68,-70.0845249,-18.5739133,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5739133289959 -70.0845248805383,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:37.451Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
68,69,-69.9386347,-18.5799464,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5799464166706 -69.938634687591,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:38.295Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
69,70,-69.8782026,-18.5838163,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.583816321687 -69.8782025562071,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:39.152Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
70,71,-69.9001329,-18.5839298,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5839297773485 -69.9001328550057,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:40.010Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
71,72,-69.9066217,-18.5833836,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5833835633454 -69.9066216732225,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:40.885Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
72,73,-69.9193537,-18.5860059,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5860059378998 -69.9193537292452,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:41.749Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
73,74,-69.9262208,-18.5853036,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5853035720565 -69.9262207721448,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:42.630Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
74,75,-69.9336132,-18.5836314,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5836313845107 -69.9336131737174,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:43.581Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
75,76,-69.9483277,-18.5779369,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5779368634476 -69.94832765152,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:44.483Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
76,77,-70.1490005,-18.535939,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5359390464223 -70.1490005491236,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:45.383Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
77,78,-70.1767475,-18.5177312,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5177311803719 -70.1767475059204,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:46.285Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
78,79,-70.2069505,-18.5088928,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5088928271152 -70.206950452031,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:47.201Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
79,80,-70.2237713,-18.5100137,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5100137149306 -70.2237712870672,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:48.181Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
80,81,-70.2671547,-18.496065,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4960650307773 -70.2671546638311,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:49.111Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
81,82,-70.0780636,-18.5741221,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5741220737019 -70.0780635730898,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:50.042Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
82,83,-70.0689834,-18.5752943,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5752943278235 -70.0689833832897,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:51.029Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
83,84,-70.0901044,-18.5587084,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5587083875792 -70.0901043864208,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:51.981Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
84,85,-70.1436378,-18.5386916,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5386916283786 -70.1436377923242,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:52.929Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
85,86,-69.9842857,-18.5770296,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5770296349291 -69.9842856732504,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:53.936Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
86,87,-70.0671203,-18.5758923,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5758922738405 -70.067120313872,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:54.901Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
87,88,-70.0596428,-18.5788262,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.578826232075 -70.0596428199147,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:55.907Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
88,89,-70.2294922,-18.5099857,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5099856505928 -70.2294922155068,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:56.937Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
89,90,-70.2481566,-18.5119147,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5119146773099 -70.2481566320198,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:58.247Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
90,91,-70.2681065,-18.5108603,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5108602546392 -70.2681065398906,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:49:59.426Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
91,92,-70.1820558,-18.5251533,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5251532663908 -70.1820558079044,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:00.686Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
92,93,-70.1757124,-18.5326029,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5326028515426 -70.1757124408598,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:01.848Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
93,94,-70.2542382,-18.5002717,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5002716789228 -70.2542381583097,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:02.978Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
94,95,-70.2798985,-18.4942082,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4942081537914 -70.2798985278563,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:04.100Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
95,96,-70.2997454,-18.4596988,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4596987520074 -70.299745408753,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:05.090Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
96,97,-70.3275166,-18.4902657,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.490265686834 -70.3275166129698,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:06.146Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
97,98,-70.2358224,-18.5077485,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5077485346404 -70.2358224295081,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:07.137Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
98,99,-70.2632122,-18.5047754,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5047753668332 -70.2632122296179,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:08.131Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
99,100,-70.2599976,-18.4952001,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4952001348976 -70.2599975877977,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:09.137Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
100,101,-70.2367604,-18.5051399,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5051399015953 -70.2367603557083,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:10.419Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
101,102,-70.2149741,-18.5049829,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5049828629372 -70.2149741042662,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:11.623Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
102,103,-70.0082542,-18.5855604,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5855604195898 -70.0082541686197,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:12.838Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
103,104,-70.0161697,-18.5859698,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.585969761305 -70.0161697177061,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:14.071Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
104,105,-70.0736418,-18.5761987,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5761986569617 -70.0736418012942,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:15.139Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
105,106,-70.2640989,-18.4913685,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.491368461152 -70.2640988999863,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:16.220Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
106,107,-70.2280151,-18.504745,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5047450443694 -70.2280150842054,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:17.277Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
107,108,-70.0181028,-18.5779616,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5779616335886 -70.0181028126703,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:18.338Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
108,109,-69.8878721,-18.5825781,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.582578115523 -69.8878721402231,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:19.412Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
109,110,-70.1665625,-18.5286292,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5286292248198 -70.1665625334746,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:20.669Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
110,111,-70.1746614,-18.5202021,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.520202113135 -70.1746614498116,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:22.014Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
111,112,-69.9759893,-18.5778951,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.577895127638 -69.9759892765855,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:23.294Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
112,113,-70.1447642,-18.8181402,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8181402274559 -70.1447642469252,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:24.564Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
113,114,-70.1477872,-18.8175252,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8175252445629 -70.1477871982846,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:25.652Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
114,115,-69.7708083,-18.8351438,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.8351437646352 -69.7708082812549,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:26.828Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
115,116,-70.1546842,-18.8103078,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8103077686935 -70.1546841524223,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:27.921Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
116,117,-69.7459315,-18.8329224,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8329224198661 -69.7459314627215,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:29.028Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
117,118,-69.7810332,-18.831658,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.831658031106 -69.78103317035,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:30.258Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
118,119,-69.7447683,-18.8295833,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8295832916964 -69.7447683221317,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:31.570Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
119,120,-69.822609,-19.0055504,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0055503586352 -69.8226090281507,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:32.891Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
