"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLongitude","verbatimLatitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"102",3114,"Animalia","Aves","Passeridae","Passer domesticus","","Gorrión","Exótica","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"103",3214,"Animalia","Aves","Phoenicopteridae","Phoenicoparrus andinus","","Parina grande","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"104",3224,"Animalia","Aves","Phoenicopteridae","Phoenicoparrus jamesi","","Parina chica","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"105",3245,"Animalia","Aves","Phoenicopteridae","Phoenicopterus chilensis","","Flamenco chileno","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"106",3266,"Animalia","Aves","Picidae","Colaptes rupicola","","Pitio del norte","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"107",3278,"Animalia","Aves","Podicipedidae","Podiceps major","","Huala","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"108",3316,"Animalia","Aves","Psittacidae","Amazona aestiva","","NO ENCONTRADO","Exótica","LC","Publicación","","BRITO JL","1996",3,6,"Valle de Azapa","Valle","Arica","Arica y Parinacota","Arica","Publicado","70°10'30"" O","18°31'14"" S",280,"","WGS84","19 K","","Coordenadas corresponden a punto aleatorio seleccionado dentro de la localidad","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"109",3317,"Animalia","Aves","Psittacidae","Aratinga erythrogenys","","Loro de cara roja","Exótica","NT","Publicación","","BRITO JL","1996",3,6,"Valle de Azapa","Valle","Arica","Arica y Parinacota","Arica","Publicado","70°10'30"" O","18°31'14"" S",280,"","WGS84","19 K","","Coordenadas corresponden a punto aleatorio seleccionado dentro de la localidad","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"110",3318,"Animalia","Aves","Psittacidae","Psilopsiagon aurifrons","","Perico cordillerano","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"111",3337,"Animalia","Aves","Rallidae","Fulica gigantea","","Tagua gigante","Nativa","VU","Publicación","Aves de Chile (UNORCH)","Ricardo Matus y Alvaro Jaramillo","2007",12,15,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"112",3363,"Animalia","Aves","Rallidae","Fulica gigantea","","Tagua gigante","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"113",3384,"Animalia","Aves","Rallidae","Laterallus jamaicensis","","Pidencito","Nativa","IC","Publicación","","ESTADES CF","2003",9,6,"Cuya","","Arica","Arica y Parinacota","Camarones","Publicado","70°06'W","19° 05'S",950,"","WGS84","19 K","","Coordenadas mencionadas por la fuente del registro","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"114",3396,"Animalia","Aves","Rallidae","Porphyrio martinicus","","Tagüita purpúrea","Nativa","LC","Publicación","ROC","Juan Aguirre","2011",7,14,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"115",3398,"Animalia","Aves","Recurvirostridae","Himantopus mexicanus","","Perrito","Nativa","LC","Publicación","","AMADO N, L MIRANDA & MD GARCÍA","1997",9,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70°20'W","18°25'S",11,"","WGS84","19 K","","Coordenadas corresponden a punto aleatorio seleccionado dentro de la localidad","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"116",3409,"Animalia","Aves","Recurvirostridae","Recurvirostra andina","","Caití","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"117",3465,"Animalia","Aves","Rheidae","Rhea pennata","tarapacensis","Suri","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 42/2011 MMA),iucnStatusRemarks:"
"118",3466,"Animalia","Aves","Rheidae","Rhea pennata","tarapacensis","Suri","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 42/2011 MMA),iucnStatusRemarks:"
"119",3498,"Animalia","Aves","Scolopacidae","Aphriza virgata","","Playero de las rompientes","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Barros","2006",6,11,"Arica","Playa","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 5.39""O","18° 30' 10.40""S",30,"","WGS84","19k","Muestreo incidental","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"120",3520,"Animalia","Aves","Scolopacidae","Calidris bairdii","","Playero de Baird","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"121",3530,"Animalia","Aves","Scolopacidae","Calidris fuscicollis","","Playero de lomo blanco","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"122",3533,"Animalia","Aves","Scolopacidae","Calidris himantopus","","Playero de patas largas","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"123",3544,"Animalia","Aves","Scolopacidae","Calidris melanotos","","Playero pectoral","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"124",3557,"Animalia","Aves","Scolopacidae","Limnodromus griseus","","Becacina chica","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"125",3577,"Animalia","Aves","Scolopacidae","Phalaropus fulicarius","","Pollito de mar rojizo","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"126",3582,"Animalia","Aves","Scolopacidae","Phalaropus tricolor","","Pollito de mar tricolor","Nativa","Sin clasificación","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"127",3656,"Animalia","Aves","Scolopacidae","Tringa solitaria","","Pitotoy solitario","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"128",3704,"Animalia","Aves","Strigidae","Asio flammeus","","Nuco","Nativa","IC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"129",3712,"Animalia","Aves","Strigidae","Athene cunicularia","","Pequén","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"130",3734,"Animalia","Aves","Strigidae","Athene cunicularia","","Pequén","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"131",3758,"Animalia","Aves","Thinocoridae","Attagis gayi","","Perdicita cordillerana","Nativa","R","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"132",3868,"Animalia","Aves","Thraupidae","Conirostrum cinereum","","Comesebo chico","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"133",4034,"Animalia","Aves","Thraupidae","Conirostrum tamarugense","","Comesebo de los tamarugales","Nativa","IC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"134",4055,"Animalia","Aves","Thraupidae","Diglossa brunneiventris","","Comesebo negro","Nativa","LC","Publicación","","MARIN M & RW MCFARLANE","2002",10,22,"Murmuntani","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33' W","18°21' S",3300,"","WGS84","19k","Coordenadas mencionadas por la fuente del registro","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"135",4063,"Animalia","Aves","Thraupidae","Diuca diuca","","Diuca","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2008",6,2,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"136",4065,"Animalia","Aves","Thraupidae","Diuca speculifera","","Diuca de alas blancas","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"137",4068,"Animalia","Aves","Thraupidae","Diuca speculifera","","Diuca de alas blancas","Nativa","LC","Publicación","","","2008",NA,NA,"Llancoma","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 22'O","18° 11'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"138",4080,"Animalia","Aves","Thraupidae","Phrygilus atriceps","","Cometocino del norte","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"139",4121,"Animalia","Aves","Thraupidae","Phrygilus atriceps","","Cometocino del norte","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"140",4133,"Animalia","Aves","Thraupidae","Phrygilus fruticeti","","Yal","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"141",4182,"Animalia","Aves","Thraupidae","Phrygilus plebejus","","Plebeyo","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"142",4268,"Animalia","Aves","Thraupidae","Phrygilus unicolor","","Pájaro plomo","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"143",4282,"Animalia","Aves","Thraupidae","Phrygilus unicolor","","Pájaro plomo","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"144",4304,"Animalia","Aves","Thraupidae","Sicalis olivascens","","Chirihue verdoso","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"145",4351,"Animalia","Aves","Thraupidae","Sicalis uropygialis","","Chirihue cordillerano","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"146",4377,"Animalia","Aves","Thraupidae","Sporophila telasco","","Corbatita","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"147",4604,"Animalia","Aves","Thraupidae","Xenospingus concolor","","Pizarrita","Nativa","NT","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"148",4762,"Animalia","Aves","Threskiornithidae","Theristicus branickii","","Bandurria de la puna","Nativa","EN","Publicación","","ESTADES CF, J AGUIRRE & C TALA","2004",6,5,"Valle de Azapa","Valle","Arica","Arica y Parinacota","Arica","Publicado","70°09' W","18°32'S",500,"","WGS84","19 K","","Coordenadas mencionadas por la fuente del registro","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"149",4850,"Animalia","Aves","Tinamidae","Tinamotis pentlandii","","Perdiz de la puna","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"150",4871,"Animalia","Aves","Trochilidae","Eulidia yarrellii","","Picaflor de Arica","Endémica","EN-R","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:RCE (DS 151/2007 MINSEGPRES),iucnStatusRemarks:"
"151",4919,"Animalia","Aves","Trochilidae","Oreotrochilus estella","","Picaflor de la puna","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"152",4978,"Animalia","Aves","Trochilidae","Rhodopis vesper","","Picaflor del norte","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"153",5092,"Animalia","Aves","Trochilidae","Thaumastura cora","","Picaflor de Cora","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"154",5174,"Animalia","Aves","Troglodytidae","Troglodytes aedon","","Chercán","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"155",5418,"Animalia","Aves","Tyrannidae","Agriornis albicauda ","","Mero de la puna","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"156",5473,"Animalia","Aves","Tyrannidae","Anairetes reguloides","","Cachudito del cresta blanca","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Barros","2006",6,15,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"157",5495,"Animalia","Aves","Tyrannidae","Contopus sordidulus","","NO ENCONTRADO","Nativa","LC","Publicación","Aves de Chile (UNORCH)","Ricardo Matus y Alvaro Jaramillo","2007",12,12,"Chaca","Valle","Arica","Arica y Parinacota","Arica","Publicado","70° 9' 13.44""O","18° 48' 35.62""S",340,"","WGS84","19k","Muestreo incidental","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"158",5532,"Animalia","Aves","Tyrannidae","Elaenia albiceps","","Fio-fio","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"159",5676,"Animalia","Aves","Tyrannidae","Lessonia rufa","","Colegial","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"160",5677,"Animalia","Aves","Tyrannidae","Lessonia rufa","","Colegial","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"161",5699,"Animalia","Aves","Tyrannidae","Muscisaxicola frontalis","","Dormilona de frente negra","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"162",5716,"Animalia","Aves","Tyrannidae","Muscisaxicola juninensis","","Dormilona de la puna","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
