"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLongitude","verbatimLatitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"242",7574,"Animalia","Reptilia","Gekkonidae","Phyllodactylus gerrhopygus","","Salamanqueja  del norte grande","Nativa","VU","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"243",7586,"Animalia","Reptilia","Tropiduridae","Liolaemus alticolor","","Lagartija rayada nortina","Nativa","FP","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"244",7615,"Animalia","Reptilia","Tropiduridae","Liolaemus alticolor","","Lagartija rayada nortina","Nativa","FP","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"245",7621,"Animalia","Reptilia","Tropiduridae","Liolaemus jamesi","","Jararanco de James","Nativa","R","Publicación","","","2004",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","69°06´ W O","18°50´ S",0,"","WGS84","19 K","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"246",7622,"Animalia","Reptilia","Tropiduridae","Liolaemus jamesi","","Jararanco de James","Nativa","R","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"247",7645,"Animalia","Reptilia","Tropiduridae","Liolaemus jamesi","","Jararanco de James","Nativa","R","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"248",7649,"Animalia","Reptilia","Tropiduridae","Liolaemus pleopholis","","Lagartija","Nativa","Sin clasificación","Publicación","","","1998",NA,NA,"Chucuyo","","Parinacota","Arica y Parinacota","Putre","Publicado","69°15' O","18°12' S",4500,"","WGS84","19k","","",""
"249",7651,"Animalia","Reptilia","Tropiduridae","Liolaemus poconchilensis","","Lagarto de Poconchile","Nativa","EN","Publicación","","","2004",NA,NA,"Poconchile","","Arica","Arica y Parinacota","Arica","Publicado","70°05' O","18°26' S",1100,"","WGS84","19k","syn: phrynosaura reichei. / Coordenadas mencionadas por la fuente del registro","Identificación de reptiles","iucnStatus:RCE (DS 19/2012 MMA),iucnStatusRemarks:"
"250",7668,"Animalia","Reptilia","Tropiduridae","Microlophus cf theresioides","","Corredor","","","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota",""
"251",7768,"Archaea","Methanomicrobiales","","","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 k","","",""
"252",7769,"Archaea","Methanosarcinales","","Methanosaeta sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 k","","",""
"253",7770,"Archaea","Methanosarcinales","","Methanosarcina sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 k","","",""
"254",7771,"Archaea","Methanosarcinales","","","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 k","","",""
"255",7772,"Archaea","Phylum Crenarchaeota","","","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Piacota","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°15' O","18°11' S",4500,"","WGS84","19 k","","",""
"256",7781,"Eubacteria","Alfaproteobacteria","","Rhodobacterales sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"257",7784,"Eubacteria","Betaproteobacteria","Comamonadaceae","Rhodoferax sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Parinacota","humedal","Parinacota","Arica y Parinacota","Putre","Publicado","69°19' O","18°11' S",4500,"","WGS84","19 K","","",""
"258",7785,"Eubacteria","Betaproteobacteria","Comamonadaceae","Rhodoferax sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Piacota","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°15' O","18°11' S",4500,"","WGS84","19 K","","",""
"259",7786,"Eubacteria","Betaproteobacteria","Comamonadaceae","Rhodoferax sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"260",7787,"Eubacteria","Chroobacteria","Oscillatoraceae","Oscillatoria sp","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"261",7788,"Eubacteria","Chroobacteria","","Lyngbia sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"262",7790,"Eubacteria","Cyanophyceae","Chroococcaceae","Chroococcus sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"263",7791,"Eubacteria","Cyanophyceae","Microcystaceae","Gloeocapsa sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"264",7792,"Eubacteria","Cyanophyceae","Microcystaceae","Microcystis aeruginosa","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"265",7793,"Eubacteria","Cyanophyceae","Nostocaceae","Anabaena sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"266",7795,"Eubacteria","Cyanophyceae","","Merismopedia sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"267",7796,"Eubacteria","Deltaproteobacteria","Desulfobulbaceae","Desulforhopalus sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Parinacota","humedal","Parinacota","Arica y Parinacota","Putre","Publicado","69°19' O","18°11' S",4500,"","WGS84","19 K","","",""
"268",7797,"Eubacteria","Deltaproteobacteria","Desulfobulbaceae","Desulforhopalus sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"269",7798,"Eubacteria","Gammaproteobacteria","Sinobacteraceae","Steroidobacter sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Parinacota","humedal","Parinacota","Arica y Parinacota","Putre","Publicado","69°19' O","18°11' S",4500,"","WGS84","19 K","","",""
"270",7799,"Eubacteria","Gammaproteobacteria","Sinobacteraceae","Steroidobacter sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Piacota","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°15' O","18°11' S",4500,"","WGS84","19 K","","",""
"271",7800,"Eubacteria","Gammaproteobacteria","Sinobacteraceae","Steroidobacter sp","","","","","Publicación","Max Planck Institute for Evolutionary Biology","DORADOR C, I VILA, KP WITZEL & JF IMHOFF ","2013",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"272",7805,"Eubacteria","","","Nephroclamys subsolitaria","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"273",7807,"Fungi","Arthoniomycetes","Chrysothricaceae","Chrysothrix pavonii","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"274",7809,"Fungi","Arthoniomycetes","Roccellaceae","Camanchaca cf corallina","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"275",7810,"Fungi","Arthoniomycetes","Roccellaceae","Protoroccella minima","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"276",7811,"Fungi","Arthoniomycetes","Roccellaceae","Roccellina cerebriformis","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"277",7812,"Fungi","Arthoniomycetes","Roccellaceae","Roccellaceae spp","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"278",7816,"Fungi","Lecanoromycetes","Acarosporaceae","Acarospora schleicheri","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"279",7817,"Fungi","Lecanoromycetes","Acarosporaceae","Acarospora schleicheri","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"280",7839,"Fungi","Lecanoromycetes","Physciaceae","Buelia taltalensis","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"281",7842,"Fungi","Lecanoromycetes","Teloschistaceae","Caloplaca fragillima","","","","","Publicación","","LARRAIN J & R VARGAS","2009",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°35'W","18°17'S",3350,"","WGS84","19 k","líquen","",""
"282",7845,"Fungi","Lecanoromycetes","Teloschistaceae","Caloplaca sp","","","","","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"283",7870,"Plantae","Bryopsida","Grimmiaceae","Coscinodontella bryanii","","","","","Publicación","","CANO M","2003",NA,NA,"Copaquilla","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'52""W","18°23'02""S",NA,"","WGS84","19 k","","",""
"284",7871,"Plantae","Bryopsida","Grimmiaceae","Jaffueliobryum williamsii","","","","","Publicación","","CANO M","2003",NA,NA,"Copaquilla","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'52""W","18°23'02""S",NA,"","WGS84","19 k","","",""
"285",7872,"Plantae","Bryopsida","Grimmiaceae","Grimmia trinervis","","","","","Publicación","","LARRAIN J & R VARGAS","2009",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°35'W","18°17'S",3350,"","WGS84","19 k","","",""
"286",7873,"Plantae","Bryopsida","Grimmiaceae","Coscinodontella bryanii","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"287",7874,"Plantae","Bryopsida","Grimmiaceae","Grimmia molesta","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"288",7875,"Plantae","Bryopsida","Grimmiaceae","Leptopteriginandrum austro-alpinum","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"289",7877,"Plantae","Bryopsida","Grimmiaceae","Grimmia plagiopodia","","","","","Publicación","","CANO M","2003",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'36""W","18°06'02""S.",NA,"","WGS84","19 k","","",""
"290",7878,"Plantae","Bryopsida","Grimmiaceae","Grimmia pseudoanodon","","","","","Publicación","","CANO M","2003",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'36""W","18°06'02""S.",NA,"","WGS84","19 k","","",""
"291",7879,"Plantae","Bryopsida","Grimmiaceae","Leptopteriginandrum austro-alpinum","","","","","Publicación","","CANO M","2003",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'36""W","18°06'02""S.",NA,"","WGS84","19 k","","",""
"292",7880,"Plantae","Bryopsida","Grimmiaceae","Leptopteriginandrum austro-alpinum","","","","","Publicación","","CANO M","2003",NA,NA,"Parinacota","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'29""W","18°11'16""S",NA,"","WGS84","19 k","","",""
"293",7881,"Plantae","Bryopsida","Pottiaceae","Pseudocrossidium elatum","","","","","Publicación","","CANO M","2003",NA,NA,"Copaquilla","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'52""W","18°23'02""S",NA,"","WGS84","19 k","","",""
"294",7882,"Plantae","Bryopsida","Pottiaceae","Didymodon acutus","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"295",7883,"Plantae","Bryopsida","Pottiaceae","Aloinella andina","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"296",7884,"Plantae","Bryopsida","Pottiaceae","Erythrophyllopsis fuscula","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"297",7885,"Plantae","Bryopsida","Pottiaceae","Pseudocrossidium elatum","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"298",7886,"Plantae","Bryopsida","Pottiaceae","Rhexophyllum subnigrum","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"299",7887,"Plantae","Bryopsida","Pottiaceae","Saitobryum lorentzii","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"300",7888,"Plantae","Bryopsida","Pottiaceae","Syntrichia fragilis","","","","","Publicación","","CANO M","2003",NA,NA,"Zapahuira","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33'18""W","18°20'46""S",NA,"","WGS84","19 k","","",""
"301",7889,"Plantae","Bryopsida","Pottiaceae","Aloinella andina","","","","","Publicación","","CANO M","2003",NA,NA,"Putre","","Parinacota","Arica y Parinacota","Putre","Publicado","69°32'34""W","18°12'05""S.",NA,"","WGS84","19 k","","",""
"302",7890,"Plantae","Bryopsida","Pottiaceae","Pseudocrossidium elatum","","","","","Publicación","","CANO M","2003",NA,NA,"Putre","","Parinacota","Arica y Parinacota","Putre","Publicado","69°32'34""W","18°12'05""S.",NA,"","WGS84","19 k","","",""
"303",7891,"Plantae","Bryopsida","Pottiaceae","Syntrichia fragilis","","","","","Publicación","","CANO M","2003",NA,NA,"Putre","","Parinacota","Arica y Parinacota","Putre","Publicado","69°32'34""W","18°12'05""S.",NA,"","WGS84","19 k","","",""
"304",7892,"Plantae","Bryopsida","Pottiaceae","Rhexophyllum subnigrum","","","","","Publicación","","CANO M","2003",NA,NA,"Chañopalca","","Parinacota","Arica y Parinacota","Putre","Publicado","69°18'17""W","18°01'35""S",NA,"","WGS84","19 k","","",""
"305",7893,"Plantae","Bryopsida","Pottiaceae","Rhexophyllum subnigrum","","","","","Publicación","","CANO M","2003",NA,NA,"Caquena","","Parinacota","Arica y Parinacota","Putre","Publicado","69°16'36""W","18°06'02""S.",NA,"","WGS84","19 k","","",""
"306",7894,"Plantae","Chlorophyceae","Chlorococcaceae","Schroederia setigera","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"307",7895,"Plantae","Chlorophyceae","Chlorococcaceae","Tetraedron minimum","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"308",7896,"Plantae","Chlorophyceae","Chlorococcaceae","Schroederia setigera","","","","","Publicación","Universidad de Chile","MÜLHAUSER HA, N HREPIC, P MLADINIC, V MONTECINO & S CABRERA ","1886",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"309",7897,"Plantae","Chlorophyceae","Dictyosphaeriaceae","Dictyosphaerium pulchellum","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"310",7898,"Plantae","Chlorophyceae","Dunaliellaceae","Dunaliella sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"311",7899,"Plantae","Chlorophyceae","Hydrodictyaceae","Pediastrum duplex","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"312",7900,"Plantae","Chlorophyceae","Palmellaceae","Sphaerocystis schroeteri","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"313",7901,"Plantae","Chlorophyceae","Palmellaceae","Sphaerocystis schroeteri","","","","","Publicación","Universidad de Chile","MÜLHAUSER HA, N HREPIC, P MLADINIC, V MONTECINO & S CABRERA ","1886",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"314",7902,"Plantae","Chlorophyceae","Radiococcaceae","Gloeocystis sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"315",7903,"Plantae","Chlorophyceae","Scenedesmaceae","Coelastrum microporum","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"316",7904,"Plantae","Chlorophyceae","Scenedesmaceae","Scenedesmus ecornis","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"317",7905,"Plantae","Chlorophyceae","Scenedesmaceae","Crucigenia sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"318",7906,"Plantae","Chlorophyceae","Selenastraceae","Ankistrodesmus falcatus","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"319",7907,"Plantae","Conjugatophyceae","Desmidiaceae","Desmidium swartzii","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"320",7908,"Plantae","Conjugatophyceae","Zygnemataceae","Mougeotia sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"321",7909,"Plantae","Klebsormidiophyceae","Elakatotrichaceae","Elakatothrix viridis","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"322",7910,"Plantae","Trebouxiophyceae","Botryococcaceae","Botryococcus braunii","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"323",7911,"Plantae","Trebouxiophyceae","Botryococcaceae","Botryococcus braunii","","","","","Publicación","Universidad de Chile","MÜLHAUSER HA, N HREPIC, P MLADINIC, V MONTECINO & S CABRERA ","1886",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"324",7912,"Plantae","Trebouxiophyceae","Oocystaceae","Oocystis sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"325",7913,"Plantae","Trebouxiophyceae","Oocystaceae","Nephrochlamis subsolitaria","","","","","Publicación","Universidad de Chile","MÜLHAUSER HA, N HREPIC, P MLADINIC, V MONTECINO & S CABRERA ","1886",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"326",7914,"Plantae","Trebouxiophyceae","Oocystaceae","Oocystis sp.","","","","","Publicación","Universidad de Chile","MÜLHAUSER HA, N HREPIC, P MLADINIC, V MONTECINO & S CABRERA ","1886",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"327",7915,"Plantae","Zygnematophyceae","Closteriaceae","Closterium acutum","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
