"","decimalLongitude","decimalLatitude","verbatimSRS","geodeticDatum","continent","country","countryCode","stateProvince","county","municipality","verbatimCoordinates"
"252",-70.0099476432058,-18.5786380768171,"unknown","unknown","","","","","","","-18.5786380768171 -70.0099476432058"
"253",-69.8677761256567,-18.5853467144406,"unknown","unknown","","","","","","","-18.5853467144406 -69.8677761256567"
"254",-69.9758004730225,-18.5780226233537,"unknown","unknown","","","","","","","-18.5780226233537 -69.9758004730225"
"255",-70.2003113716089,-19.1687990325637,"unknown","unknown","","","","","","","-19.1687990325637 -70.2003113716089"
"256",-69.5320177376012,-18.9414638955876,"unknown","unknown","","","","","","","-18.9414638955876 -69.5320177376012"
"257",-69.5301580288732,-18.9360196450001,"unknown","unknown","","","","","","","-18.9360196450001 -69.5301580288732"
"258",-69.5302627883771,-18.942128653486,"unknown","unknown","","","","","","","-18.942128653486 -69.5302627883771"
"259",-70.2630568616133,-18.4032609892594,"unknown","unknown","","","","","","","-18.4032609892594 -70.2630568616133"
"260",-69.9294186628085,-18.375181260541,"unknown","unknown","","","","","","","-18.375181260541 -69.9294186628085"
"261",-69.6819445807725,-19.1809268830487,"unknown","unknown","","","","","","","-19.1809268830487 -69.6819445807725"
"262",-69.6903486917036,-19.1846277392086,"unknown","unknown","","","","","","","-19.1846277392086 -69.6903486917036"
"263",-69.6798985799757,-19.1783318159705,"unknown","unknown","","","","","","","-19.1783318159705 -69.6798985799757"
"264",-69.5959125446012,-19.0895443361503,"unknown","unknown","","","","","","","-19.0895443361503 -69.5959125446012"
"265",-70.1038084924024,-18.8444213113426,"unknown","unknown","","","","","","","-18.8444213113426 -70.1038084924024"
"266",-69.7479031542829,-18.8302214226234,"unknown","unknown","","","","","","","-18.8302214226234 -69.7479031542829"
"267",-69.8649781506685,-19.0084567070067,"unknown","unknown","","","","","","","-19.0084567070067 -69.8649781506685"
"268",-69.7970368553436,-18.5788629719751,"unknown","unknown","","","","","","","-18.5788629719751 -69.7970368553436"
"269",-69.610386289779,-19.1014983450639,"unknown","unknown","","","","","","","-19.1014983450639 -69.610386289779"
"270",-69.8457308135182,-18.5869561387399,"unknown","unknown","","","","","","","-18.5869561387399 -69.8457308135182"
"271",-70.1108635609783,-18.4175046084296,"unknown","unknown","","","","","","","-18.4175046084296 -70.1108635609783"
"272",-70.0840355869944,-18.4435775164428,"unknown","unknown","","","","","","","-18.4435775164428 -70.0840355869944"
